2015,Models,Note,Frame,Size,Color,Tube,BB-CL,Drop-Out,Shock,Fork,BB Set,B-Lever,Brake-F,Brake-R,B-Cable,C-Housing,Chain,C-Guard,Chainwheel,DERA-F,DERA-R,Freewheel,Bar-End,Grip,H-Bar,H-B Stem,Head Set,Hub-F,Hub-R,Leadpipe,Pedal,Reflector,Reflector-bkt,Rim,Rim tape,Saddle,Seat Clamp,Seat Post,Shifter-F,Shifter-R,Spoke,Spoke Disk,Inner Tube,Tire-F,Tire-R,Hardware,Decal,C/S Protector,Carton,Manual,Packing,Bell
Ride,100-24-Juliet,,Ride Lite-single,lady XXS[44]-XS[47]-S[50]-SM[52]-ML[54],0,0,0,0,0,Road carbon comp,Cartridge Bearing,attached,ROAD Dual Pivot,ROAD Dual Pivot,MTK700 2P,MTK700 Sp40,KMC 8s,NO,FSA Tempo 50-39-30,Shimano Claris T,Shimano Sora GS,Sunrace CS-8S 11-32,0,Road EVA comfort,Merida Anatomic road OS lady,MERIDA Comp OS -6,Big Conoid semi neck pro,OV alloy,OV cassette,0,NO,0,0,Merida comp 20 pair,0,Juliet Sport,Merida Aero 27 Allen,MERIDA road comp SB12 27.2,Shimano Claris,Shimano Claris,Black stainless,0,attached,Kenda K1018 700 25,Kenda K1018 700 25,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,100,,Ride Lite-single,XXS[44]-XS[47]-S[50]-SM[52]-ML[54]-L[56]-XL[59]-XXL[62] cm,0,0,0,0,0,Road carbon comp,Cartridge Bearing,attached,ROAD Dual Pivot,ROAD Dual Pivot,MTK700 2P,MTK700 Sp40,KMC 8s,NO,FSA Tempo 50-34,Shimano Claris D,Shimano Sora GS,Sunrace CS-8S 11-32,0,Road EVA comfort,Merida Anatomic road OS,MERIDA Comp OS -6,Big Conoid semi neck pro,OV alloy,OV cassette,0,NO,0,0,Merida comp 20 pair,0,Merida Race 5,Merida Aero 27 Allen,MERIDA road comp SB12 27.2,Shimano Claris,Shimano Claris,Black stainless,0,attached,Kenda K1018 700 25,Kenda K1018 700 25,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride,100-Juliet,,Ride Lite-single,lady XXS[44]-XS[47]-S[50]-SM[52]-ML[54],0,0,0,0,0,Road carbon comp,Cartridge Bearing,attached,ROAD Dual Pivot,ROAD Dual Pivot,MTK700 2P,MTK700 Sp40,KMC 8s,NO,FSA Tempo 50-34,Shimano Claris D,Shimano Sora GS,Sunrace CS-8S 11-32,0,Road EVA comfort,Merida Anatomic road OS lady,MERIDA Comp OS -6 lady,Big Conoid semi neck pro,OV alloy,OV cassette,0,NO,0,0,Merida comp 20 pair,0,Juliet Sport,Merida Aero 27 Allen,MERIDA road comp SB12 27.2,Shimano Claris,Shimano Claris,Black+White stainless,0,attached,Kenda K1018 700 25,Kenda K1018 700 25,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride Disc,7000,,Ride disc CF2,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Race carbon disc 15,attached,attached,Shimano RS685 160 ,Shimano RS685 160 J,MTK700 2P,MTK700 Sp40,Shimano 11s,NO,Shimano Ultegra 50-34,Shimano Ultegra D,Shimano Ultegra GS,Shimano CS-6800-11 11-32,0,Merida Road Pro 3D,FSA Energy Compact OS,FSA Team Issue -6,Big Conoid A-bearing neck pro,attached,attached,0,NO,0,0,DT Swiss R24 Spline cen F15,0,Prologo Scratch Pro T2.0,Carbon 32 Allen,Merida EGM-light-27.2,Shimano ST-RS685,Shimano ST-RS685,0,0,Ultralite 48,Continental Grand Sport Race 25 fold,Continental Grand Sport Race 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride Disc,5000,,Ride disc CF2,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Race carbon disc 15,attached,attached,Tektro HYRD disc 160,Tektro HYRD disc 160 connect,MTK700 2P,MTK700 Sp40,FSA F11S,NO,Shimano RS500 50-34,Shimano Ultegra D,Shimano Ultegra GS,Shimano CS-5800-11 11-32,0,Merida Road Pro 3D,FSA Gossamer compact OS,MERIDA pro CF OS -5,Big Conoid S-bearing neck pro,Bearing Disc-15 Road Axle,Bearing Disc cassette,0,NO,0,0,Merida comp 22 disc pair,0,Prologo Kappa 2,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano Ultegra ,Shimano Ultegra ,Black stainless,0,attached,Maxxis Dolemites 25 fold,Maxxis Dolemites 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Ride Disc,3000,,Ride disc CF2,XS(47)-S(50)-SM(52)-ML(54)-L(56)-XL(59) cm,0,0,0,0,0,Race carbon disc 15,attached,attached,Tektro Mira disc 160,Tektro Mira disc 160,MTK700 2P,MTK700 Sp40,KMC Z10-10s,NO,FSA Gossamer 50-34 MegaExo,Shimano TIAGRA D,Shimano 105 SS,Shimano CS-4600-10 12-30,0,Merida Road Pro 3D,Merida Anatomic road OS,MERIDA pro OS -5,Big Conoid S-bearing neck pro,Bearing Disc-15 Road Axle,Bearing Disc cassette,0,NO,0,0,Merida comp 22 disc pair,0,Merida Race 5,Merida Aero 32 Allen ST,MERIDA carbon H SB15 27.2,Shimano Tiagra Dual control,Shimano Tiagra Dual control,Black stainless,0,Ultralite 48,Maxxis Dolemites 25 fold,Maxxis Dolemites 25 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Warp TT,Team-E,,Warp TT CF4,S(51)-M(54)-L(57) cm,0,0,0,0,0,Warp TT lite-direct-E,attached,attached,Shimano Dura Ace-direct,Shimano Dura Ace-direct,WARP ,MTK700 SP40,Shimano Dura Ace 11s,NO,Rotor Flow noQ 54-42,Shimano Dura Ace Di2,Shimano Dura Ace Di2,Shimano CS-9000-11 12-25,0,Prologo Touch,FSA KO-MIC-Si base+aero clip,FSA RO-MIC-NC,attached,attached,attached,0,NO,0,0,Fulcrum Red Wind XLR 80,0,Prologo Zero TT CPC Tirox,attached,Warp Aero carbon,Shimano Dura Ace TT [Di2] remote,Shimano Dura Ace TT [Di2] remote,attached,0,MVS Ultralite 80,Continental Grand Prix 4000S 23 KV,Continental Grand Prix 4000S 23 KV,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Warp TT,Team-E [frame kit],,Warp TT CF4,S(51)-M(54)-L(57) cm,0,0,0,0,0,Warp TT lite-direct-E,attached,attached,Shimano Dura Ace-direct,Shimano Dura Ace-direct,0,0,0,NO,Rotor Flow noQ 54-42,0,0,0,0,0,FSA KO-MIC-Si base+aero clip,FSA RO-MIC-NC,attached,0,0,0,0,0,0,0,0,0,attached,Warp Aero carbon,0,0,0,0,0,0,0,Stainless,0,0,0,0,(( 96% )),0
Warp TRI,7000-E,,Warp Tri CF2,S(51)-M(54)-L(57) cm,0,0,0,0,0,Warp Tri-direct-E,attached,attached,Shimano Ultegra-direct,Merida Direct R,WARP ,MTK700 SP40,Shimano 11s,NO,Rotor Flow noQ 54-42,Shimano Ultegra D Di2,Shimano Ultegra SS Di2,Shimano CS-6800-11 11-25,0,Merida Road Pro 3D,FSA KO-MIC-Si base+aero clip,Profile Aeria ,attached,attached,attached,0,NO,0,0,Profile carbon F58/R78,0,Prologo Nago Evo Tri40 STN,attached,Warp Aero carbon,Shimano Ultegra TT [Di2] remote,Shimano Ultegra TT [Di2] remote,attached,0,MVS Ultralite 80,Continental Grand Prix 4000S 25 KV,Continental Grand Prix 4000S 25 KV,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Warp TRI,7000-E [frame kit],,Warp Tri CF2,S(51)-M(54)-L(57) cm,0,0,0,0,0,Warp Tri-direct-E,attached,0,Shimano Ultegra-direct,Shimano Ultegra-direct,0,0,0,0,0,0,0,0,0,0,FSA KO-MIC-Si base+aero clip,Profile Aeria ,attached,0,0,0,0,0,0,0,0,0,attached,Warp Aero carbon,0,0,0,0,0,0,0,Stainless,0,0,0,0,(( 96% )),0
Warp TRI,5000,,Warp Tri CF2,S(51)-M(54)-L(57) cm,0,0,0,0,0,Warp Tri-direct-E,attached,Profile 3oneA,Shimano Ultegra-direct,Merida Direct R,WARP ,MTK700 SP40,FSA F11S,NO,Vision Trimax pro TT 53-39 ,Shimano Ultegra D,Shimano Ultegra SS,Shimano CS-5800-11 12-25,0,Merida Road Pro 3D,Profile Ozero TT base -T2+ aero clip,MERIDA pro OS -5,attached,attached,attached,0,NO,0,0,Fulcrum Quattro 35,0,Selle Italia SL T1,attached,Warp Aero carbon,Shimano BS-R1 2,Shimano BS-R1 11,attached,0,Ultralite 60,Continental Grand Sport Race 23 fold,Continental Grand Sport Race 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Warp TRI,5000 [frame kit],,Warp Tri CF2,S(51)-M(54)-L(57) cm,0,0,0,0,0,Warp Tri-direct-E,attached,0,Shimano Ultegra-direct,Shimano Ultegra-direct,0,0,0,0,0,0,0,0,0,0,0,0,attached,0,0,0,0,0,0,0,0,0,attached,Warp Aero carbon,0,0,0,0,0,0,0,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Warp TRI,3000,,Warp Tri CF2,S(51)-M(54)-L(57) cm,0,0,0,0,0,Warp Tri-direct-E,attached,Profile 3oneA,Merida Direct F,Merida Direct R,WARP ,MTK700 SP40,FSA F11S,NO,FSA Gossamer 50-34 ,Shimano 105 D,Shimano Ultegra SS,Shimano CS-5800-11 12-25,0,Merida Road Pro 3D,Profile Ozero TT base -T2+ aero clip,MERIDA Comp OS -6,attached,Formula Road Bearing,Formula Road Bearing,0,NO,0,0,Merida super AERO 38 pair,0,Selle Italia SL T1,attached,Warp Aero carbon,Shimano BS-R1 2,Shimano BS-R1 11,Black stainless,0,Ultralite 60,Continental Grand Sport Race 23 fold,Continental Grand Sport Race 23 fold,Stainless,0,0,0,0,(( 96% )),YWS-Alloy
Matts,J24 team,,M24 lite disc,"13""",0,0,0,0,0,SR XCR LO air 63,Cartridge Bearing,attached,Promax DSK hydraulic 160 junior,Promax DSK hydraulic 160 junior,attached,SP40,KMC M99 ,attached,FSA Alpha Drive 32-22 165,Shimano Altus,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA Screw on-Single,Merida pro OS Flat 580,MERIDA pro OS 5,A-Head ,Alloy Disc [24H],Alloy Disc-9 [24H] cassette,0,XC Alloy,0,0,Merida Matts D [24H],0,Dakar kid 24,MERIDA comp QR,MERIDA pro H SB15 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,black stainless,0,F.V lite,Merida 24 1.95 KV 60,Merida 24 1.95 KV 60,steel,0,0,0,0,0.95,YWS-Alloy
Matts,J24 sus,,M24 sus,"13""",0,0,0,0,Spring,SR XCT 50,attached,Alloy Junior,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,Single 32 152 DG,no,Shimano Altus,Sunrace CS-8S 11-32,0,Kraton,Merida CEN STEEL Rise 580,A-Head CEN 15,A-Head,Alloy QR,Alloy cassette,0,Junior 24 fit,0,0,Alloy Black,0,Dakar kid 24,MERIDA comp QR,Alloy 27.2,no,Shimano RS45-8,Steel UCP,0,A.V,MTB 24 1.95,MTB 24 1.95,Steel,0,0,0,0,0.95,YWS-Alloy
Matts,J24 champion,,M24 Alloy,"11""",1.SILK BLACK(GREY/GREEN) 2.WHITE(BLACK/RED),0,0,0,0,"SR XCR 24"" 63",Cartridge Bearing,Alloy Junior,V-Brake Linear,V-Brake Linear,2P,SP40,KMC Z10-10s,attached,Alloy Forge 32 152 CG,no,Shimano Deore ,Sunrace CS-10s 11-36,0,MERIDA Screw on-Single,Merida Speed R30 580,Merida Comp 15,A-Head,OV alloy [24H],OV cassette-10 [24H],0,XC Alloy,0,0,Merida Matts V [24H],0,Dakar kid 24,MERIDA comp QR,MERIDA speed 27.2,no,Shimano Deore 10,black stainless,0,F.V lite,Merida 24 1.95 KV 60,Merida 24 1.95 KV 60,Steel,0,0,0,0,0.95,YWS-Alloy
Matts,J24,,M24 Alloy,"11""[Boy]-11""[Girl]",0,0,0,0,0,SR XCT 50,attached,Alloy Junior,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,Single 32 152 DG,no,Shimano Altus,Sunrace CS-8S 11-32,0,Kraton,Merida CEN STEEL Rise 580,A-Head CEN 15,A-Head,Alloy QR,Alloy cassette,0,Junior  fit,0,0,Alloy Black,0,Dakar kid 24,MERIDA comp QR,Alloy 27.2,no,Shimano RS45-8,Steel UCP,0,A.V,MTB 24 1.95,MTB 24 1.95,Steel,0,0,0,0,0.95,YWS-Alloy
Matts,J24 race,,M24 Alloy,"11""[Boy]-11""[Girl]",1.SILK BLACK(GREY/GREEN) 2.WHITE(BLACK/RED),Lite F.V,0,0,0,Rigid steel Fork,Cartridge Bearing,Alloy Junior,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,Single 32 152 DG,no,Shimano Altus,Sunrace CS-8S 11-32,0,Kraton,Merida CEN Alloy Flat 580,Merida Comp 15,A-Head,OV alloy [24H],OV cassette [24H],0,Junior  fit,0,0,Merida Matts V [24H],0,Dakar kid 24,MERIDA comp QR,Alloy 27.2,no,Shimano RS45-8,stainless silver,0,F.V,MTB race 24 1.75 KV 60,MTB race 24 1.75 KV 60,Steel,0,0,0,0,0.95,YWS-Alloy
Matts,J20,,M20-alloy,"10""[Boy]-10""[Girl]",0,0,0,0,0,SR M3010,attached,Alloy Junior,V-Brake Linear,V-Brake Linear,2P,SP40,KMC 7s,attached,Steel 32 DG 140L,0,Shimano FT35,Shimano MF-TZ21 14-28,0,Kraton,Merida CEN STEEL Rise 540,A-Head CEN 15,A-Head,Alloy QR,Alloy QR,0,Junior  fit,0,0,Alloy Black,0,Dakar kid 20,MERIDA comp QR,Alloy 27.2,0,Shimano RS35-7,Steel UCP,0,A.V,MTB 20 2.0,MTB 20 2.0,Steel,0,0,0,0,0.95,YWS-Alloy
Matts,J20 race,,M20-alloy,"10""[Boy]-10""[Girl]",0,0,0,0,0,Rigid steel Fork,attached,Alloy Junior,V-Brake Linear,V-Brake Linear,2P,SP40,KMC 7s,attached,Steel 32 DG 140L,0,Shimano FT35,Shimano MF-TZ21 14-28,0,Kraton,Merida CEN Alloy Flat 560,A-Head CEN 15,A-Head,Alloy QR [24H],Alloy QR [24H],0,Junior  fit,0,0,Merida Matts V [24H],0,Dakar kid 20,MERIDA comp QR,Alloy 27.2,0,Shimano RS35-7,Steel UCP,0,A.V,MTB 20 2.0,MTB 20 2.0,Steel,0,0,0,0,0.95,YWS-Alloy
Matts,J16,,M16-alloy-C,"9""",0,0,0,0,0,Rigid Steel Leading end,attached,little kid lever,Side Pull Alloy [check],Coaster in R.Hub.,2P,0,Z410,P-Type,Steel 28T 89L,0,0,16T,0,Kid,Kid Alloy Rise 500,Kid Ahead,A-Head,Steel NT,Steel Coaster,0,Kid PP,0,0,Alloy Black,0,Dakar kid 16,Alloy Allen,Steel ,0,0,Steel UCP,0,A.V,Kid smooth 2.1,Kid smooth 2.1,Steel,0,0,0,0,0.95,YWS-Alloy
Matts,J12,,M12-alloy-C,"7""",1.BLACK(GREEN) 2.WHITE(PINK),0,0,0,0,Rigid Steel Leading end,attached,little kid lever,Side Pull Alloy [check],Coaster in R.Hub.,2P,0,Z410,P-Type,Steel 25T 76L,0,0,16T,0,Kid,Kid Alloy Rise 440,Kid Queer,General,Steel NT,Steel Coaster,0,Kid PP,0,0,Alloy Black,0,Dakar kid 12,Alloy Allen,attached,0,0,Steel UCP,0,A.V,Kid smooth 2.1,Kid smooth 2.1,Steel,0,0,0,0,0.95,YWS-Alloy
